sentence,sentiment,topic,sentence_seg
"nhiệt tình , khá dễ hiểu .",positive,lecturer,"nhiệt_tình , khá dễ hiểu ."
giảng viên nhiệt tình và tận tâm trong việc giúp sinh viên nắm được kiến thức .,positive,lecturer,giảng_viên nhiệt_tình và tận_tâm trong việc giúp sinh_viên nắm được kiến_thức .
"đề nghị nhà trường làm tốt khâu cở sở vật chất , em thấy trường mình còn thiếu nhiều về trang thiết bị thực hành cho sinh viên .",negative,facility,"đề_nghị nhà_trường làm tốt khâu cở sở vật_chất , em thấy trường mình còn thiếu nhiều về trang thiết_bị thực_hành cho sinh_viên ."
thầy giảng dạy tận tâm .,positive,lecturer,thầy giảng_dạy tận_tâm .
"hiện tại các thiết bị phòng lab để thực hành môn này đều đã hỏng , trong suốt quá trình thực hành chúng em không thể thực hành được trên thiết bị , mặc khác cũng chẳng nhận được sự hỗ trợ hướng dẫn nào của giảng viên thực hành .",negative,facility,"hiện_tại các thiết_bị phòng lab để thực_hành môn này đều đã hỏng , trong suốt quá_trình thực_hành chúng em không_thể thực_hành được trên thiết_bị , mặc khác cũng chẳng nhận được sự hỗ_trợ hướng_dẫn nào của giảng_viên thực_hành ."
"giảng viên nên sử dụng trang moodle để gửi bài tập hay thông báo khẩn học bù ngoài dự kiến , gửi bảng điểm , vdotv .",negative,lecturer,"giảng_viên nên sử_dụng trang moodle để gửi bài_tập hay thông_báo khẩn học bù ngoài dự_kiến , gửi bảng điểm , vdotv ."
giảng bài còn hơi nhanh .,negative,lecturer,giảng bài còn hơi nhanh .
"khả năng hoạt động nhóm , tinh thần tự học cao .",positive,training_program,"khả_năng hoạt_động nhóm , tinh_thần tự học cao ."
"giảng viên tận tâm , giúp đỡ sinh viên khi không hiểu bài .",positive,lecturer,"giảng_viên tận_tâm , giúp_đỡ sinh_viên khi không hiểu bài ."
"nói nhanh quá , nên nhấn mạnh ở những cái đáng chú ý .",negative,lecturer,"nói nhanh quá , nên nhấn_mạnh ở những cái đáng chú_ý ."
tài liệu ít được cập nhật .,negative,training_program,tài_liệu ít được cập_nhật .
em không có bất cứ sự hài lòng nào đối với hoạt động giảng dạy của giảng viên wzjwz297 .,negative,lecturer,em không có bất_cứ sự hài_lòng nào đối_với hoạt_động giảng_dạy của giảng_viên wzjwz297 .
"giáo viên thường xuyên gây cười , tạo hứng thú học tập .",positive,lecturer,"giáo_viên thường_xuyên gây cười , tạo hứng_thú học_tập ."
"nên đa phần chúng em phải chia nhau ra để học , như vậy chất lượng rất khó đảm bảo .",negative,training_program,"nên đa_phần chúng em phải chia nhau ra để học , như vậy chất_lượng rất khó đảm_bảo ."
"nhiệt tình , tận tụy .",positive,lecturer,"nhiệt_tình , tận_tụy ."
"giáo viên cung cấp tài liệu đầy đủ , đến lớp đúng giờ , dạy nhiệt tình .",positive,lecturer,"giáo_viên cung_cấp tài_liệu đầy_đủ , đến lớp đúng giờ , dạy nhiệt_tình ."
slide tiếng việt của trường có nhiều chỗ bị sai .,negative,training_program,slide tiếng việt của trường có nhiều chỗ bị sai .
rất thích phong cách dạy của thầy x .,positive,lecturer,rất thích phong_cách dạy của thầy x .
"cô rất nhiệt tình , tâm lý với sinh viên .",positive,lecturer,"cô rất nhiệt_tình , tâm_lý với sinh_viên ."
"phương pháp dạy học không hấp dẫn , nhàm chán , khả năng truyền đạt chưa hiệu quả .",negative,lecturer,"phương_pháp dạy_học không hấp_dẫn , nhàm_chán , khả_năng truyền_đạt chưa hiệu_quả ."
không có gì để nói .,neutral,others,không có gì để nói .
"cô dạy rất mơ hồ , không hứng thú , không nhiệt tình giúp đỡ sinh viên .",negative,lecturer,"cô dạy rất mơ_hồ , không hứng_thú , không nhiệt_tình giúp_đỡ sinh_viên ."
thầy cho nghỉ quá nhiều .,negative,lecturer,thầy cho nghỉ quá nhiều .
"đồng thời , những tiết thực hành giúp em hiểu nhiều hơn những gì em đọc từ tài liệu .",positive,training_program,"đồng_thời , những tiết thực_hành giúp em hiểu nhiều hơn những gì em đọc từ tài_liệu ."
"rèn luyện kiến thức chuyên môn , tận tâm , nhiệt tình hơn .",positive,lecturer,"rèn_luyện kiến_thức chuyên_môn , tận_tâm , nhiệt_tình hơn ."
đảm bảo thời gian lên lớp và sử dụng thời gian lên lớp hiệu quả .,positive,lecturer,đảm_bảo thời_gian lên_lớp và sử_dụng thời_gian lên_lớp hiệu_quả .
thầy không tạo được cảm hứng cho học sinh .,negative,lecturer,thầy không tạo được cảm_hứng cho học_sinh .
giảng viên dạy có tâm huyết .,positive,lecturer,giảng_viên dạy có tâm_huyết .
giảng viên rất hay .,positive,lecturer,giảng_viên rất hay .
"giáo viên nhiệt tình , luôn đảm bảo giờ lên lớp , truyền đạt kiến thức hiệu quả .",positive,lecturer,"giáo_viên nhiệt_tình , luôn đảm_bảo giờ lên_lớp , truyền_đạt kiến_thức hiệu_quả ."
thêm nhiều kiến thức ngoài mới .,positive,training_program,thêm nhiều kiến_thức ngoài mới .
chất lượng đào tạo môn học hiện nay tương đối đạt .,positive,training_program,chất_lượng đào_tạo môn_học hiện_nay tương_đối đạt .
"chứ em nghĩ phần thư viện standford dùng để phân loại văn bản theo phương pháp naive bayes mà thầy wzjwz133 sử dụng và áp dụng được chắc cần thời gian để nghiên cứu , tìm hiểu mà không được công bố và cho sinh viên áp dụng thì uổng và tội cho thầy wzjwz133 quá !",negative,others,"chứ em nghĩ phần thư_viện standford dùng để phân_loại văn_bản theo phương_pháp naive bayes mà thầy wzjwz133 sử_dụng và áp_dụng được chắc cần thời_gian để nghiên_cứu , tìm_hiểu mà không được công_bố và cho sinh_viên áp_dụng thì uổng và tội cho thầy wzjwz133 quá !"
không nắm bắt được kiến thức môn học .,negative,lecturer,không nắm_bắt được kiến_thức môn_học .
giảng dạy dễ hiểu và có tâm .,positive,lecturer,giảng_dạy dễ hiểu và có tâm .
giáo viên thường xuyên cho nghỉ .,negative,lecturer,giáo_viên thường_xuyên cho nghỉ .
cô hướng dẫn nhiệt tình và tận tâm với sinh viên trong môn học .,positive,lecturer,cô hướng_dẫn_nhiệt_tình và tận_tâm với sinh_viên trong môn_học .
không ý kiến gì .,neutral,others,không ý_kiến gì .
sự nhiệt tình và tận tình của giáo viên .,positive,lecturer,sự nhiệt_tình và tận_tình của giáo_viên .
tài liệu sử dụng nhiều kí hiệu nhưng không rõ ràng và các định nghĩa mang tính tổng quát quá cao gây sự khó hiểu cho sinh viên và khó khăn cho sự truyền đạt của giảng viên .,negative,training_program,tài_liệu sử_dụng nhiều kí_hiệu nhưng không rõ_ràng và các định_nghĩa mang tính tổng_quát quá cao gây_sự khó hiểu cho sinh_viên và khó_khăn cho sự truyền_đạt của giảng_viên .
"khả năng truyền đạt kiến thức chưa cao , nhiều sinh viên khó hiểu .",negative,lecturer,"khả_năng truyền_đạt kiến_thức chưa cao , nhiều sinh_viên khó hiểu ."
"thầy cho điểm bằng đồ án , rất thực tế !",positive,lecturer,"thầy cho điểm bằng đồ_án , rất thực_tế !"
về cách cho sinh viên thảo luận nhóm .,neutral,training_program,về cách cho sinh_viên thảo_luận nhóm .
quá dễ thương nên học sinh khó lòng mà rớt được .,positive,lecturer,quá dễ_thương nên học_sinh khó_lòng mà rớt được .
thầy dạy chán .,negative,lecturer,thầy dạy chán .
thầy nói tiếng anh dễ hiểu nhưng đôi lúc quá nhanh .,negative,lecturer,thầy nói tiếng anh dễ hiểu nhưng đôi lúc quá nhanh .
"không biết là do môn khó hay sao nhưng em vẫn không hiểu gì về môn này , giáo viên dạy nghe chán chán , không hào hứng học tập .",negative,lecturer,"không biết là do môn khó hay sao nhưng em vẫn không hiểu gì về môn này , giáo_viên dạy nghe chán chán , không hào_hứng học_tập ."
chứ nói thật là bọn em làm bài tập tại lớp không kịp ạ .,negative,others,chứ nói thật là bọn em làm bài_tập tại lớp không kịp ạ .
cho lớp leo cây nhiều quá .,negative,lecturer,cho lớp leo cây nhiều quá .
cô trả lời các câu hỏi của sinh viên khá chi tiết !,positive,lecturer,cô trả_lời các câu hỏi của sinh_viên khá chi_tiết !
cách truyền đạt tốt .,positive,lecturer,cách truyền_đạt tốt .
"dễ hiểu , được thực hành nhiều , sôi nổi .",positive,lecturer,"dễ hiểu , được thực_hành nhiều , sôi_nổi ."
"sự nhiệt tình , năng động , kiến thức tốt , xinh đẹp , dễ mến , vui vẻ , phát âm chuẩn .",positive,lecturer,"sự nhiệt_tình , năng_động , kiến_thức tốt , xinh_đẹp , dễ mến , vui_vẻ , phát_âm chuẩn ."
khả năng truyền đạt lại kiến thức không được tốt .,negative,lecturer,khả_năng truyền_đạt lại kiến_thức không được tốt .
thầy rất hiền và nhiệt tình trong từng tiết học .,positive,lecturer,thầy rất hiền và nhiệt_tình trong từng tiết học .
cách thức thông báo qua facebook không hiệu quả .,negative,lecturer,cách_thức thông_báo qua facebook không hiệu_quả .
minh họa thực tiễn bài học trên máy tính giúp sinh viên hiểu rõ vấn đề .,positive,lecturer,minh_họa thực_tiễn bài_học trên máy_tính giúp sinh_viên hiểu rõ vấn_đề .
"thầy giảng hơi khó hiểu , phức tạp hóa vấn đề , hơi chậm .",negative,lecturer,"thầy giảng hơi khó hiểu , phức_tạp_hóa vấn_đề , hơi chậm ."
giảng viên nhiệt tình truyền đạt kiến thức cho sinh viên .,positive,lecturer,giảng_viên nhiệt_tình truyền_đạt kiến_thức cho sinh_viên .
"thầy truyền đạt kiến thức tốt , phương pháp hiệu quả để em tiếp thu được môn học .",positive,lecturer,"thầy truyền_đạt kiến_thức tốt , phương_pháp hiệu_quả để em tiếp_thu được môn_học ."
nhất là hạn chế tối đa việc thay đổi phương pháp dạy liên tục dù biết thầy chỉ có ý tốt cho sinh viên nhưng lại có tác dụng ngược .,negative,lecturer,nhất là hạn_chế tối_đa việc thay_đổi phương_pháp dạy liên_tục dù biết thầy chỉ có ý tốt cho sinh_viên nhưng lại có tác_dụng ngược .
ít vận dụng nhiều vào thực tiễn .,negative,training_program,ít vận_dụng nhiều vào thực_tiễn .
có vài điều bất cập là cô giảng đôi lúc giống như hơi đuối .,negative,training_program,có vài điều bất_cập là cô giảng đôi lúc giống như hơi đuối .
thầy là người dạy môn chính trị có hồn nhất em từng học .,positive,lecturer,thầy là người dạy môn chính_trị có hồn nhất em từng học .
"giảng viên yêu cầu cao , khó khăn , gây áp lực tạo sự chán nản cho sinh viên .",negative,lecturer,"giảng_viên yêu_cầu cao , khó_khăn , gây áp_lực tạo sự chán_nản cho sinh_viên ."
"giảng viên dễ mến , dễ gần gũi với sinh viên .",positive,lecturer,"giảng_viên dễ mến , dễ gần_gũi với sinh_viên ."
"thầy dạy nhiệt tình , tốt nhưng không phù hợp với tôi .",neutral,lecturer,"thầy dạy nhiệt_tình , tốt nhưng không phù_hợp với tôi ."
"cho ít bài tập , ví dụ cho dễ , bài tập cho khó hơn nhiều , thầy chép lý thuyết trên bảng và đọc lại y chang , sinh viên không có kỹ năng giải bài tập một cách uyển chuyển .",negative,training_program,"cho ít bài_tập , ví_dụ cho dễ , bài_tập cho khó hơn nhiều , thầy chép lý_thuyết trên bảng và đọc lại y chang , sinh_viên không có kỹ_năng giải bài_tập một_cách uyển_chuyển ."
tài liệu nên được đưa lên moodle .,negative,training_program,tài_liệu nên được đưa lên moodle .
"không đảm bảo thời gian dạy học , thường dạy quá giờ .",negative,lecturer,"không đảm_bảo thời_gian dạy_học , thường dạy quá giờ ."
thầy dạy tâm huyết .,positive,lecturer,thầy dạy tâm_huyết .
cô dạy quá nhanh .,negative,lecturer,cô dạy quá nhanh .
không sử dung tiếng anh trong lúc giảng bài lý thuyết để rồi cả slide bằng tiếng anh cũng không hiểu .,negative,lecturer,không sử dung tiếng anh trong lúc giảng bài lý_thuyết để rồi cả slide bằng tiếng anh cũng không hiểu .
thầy giảng dạy nhiều kiến thức .,neutral,lecturer,thầy giảng_dạy nhiều kiến_thức .
